ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc09g091800.2.1,1.370018906,5.572122057,0.033913721,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g091960.2.1,3.064191452,5.89552205,2.03E-05,High mobility group family protein (AHRD V1 **-- D7KE87_ARALY); contains Interpro domain(s)  IPR001606  AT-rich interaction region ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g091970.2.1,-3.09891762,4.236913072,5.24E-05,"NAD-binding domain 4 protein (AHRD V1 **** D5D7M5_ECOKI); contains Interpro domain(s)  IPR010099  Sugar nucleotide epimerase YfcH, putative ",AT2G21280,ATSULA,"A nuclear-encoded, plastid-targeted protein (AtSulA) whose overexpression causes severe yet stochastic plastid (shown in chloroplasts and leucoplasts) division defects. The protein does not appear to interact with either AtFtsZ proteins when studied in a yeast two-hybrid system.",80.77,312,9.00E-151,529,99.04458599
Solyc09g092050.2.1,1.895000579,4.293009723,0.007744028,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KE83_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g092420.1.1,-1.690451027,3.383437222,0.029386282,Amino acid permease-like protein (Fragment) (AHRD V1 *-*- B2ZME9_9ASTR); contains Interpro domain(s)  IPR002293  Amino acid/polyamine transporter I ,AT1G31830,NA,"amino acid permease family protein; similar to amino acid permease family protein [Arabidopsis thaliana] (TAIR:AT1G31820.1); similar to amino acid permease family protein [Arabidopsis thaliana] (TAIR:AT5G05630.1); similar to putative amino acid permease [Oryza sativa (japonica cultivar-group)] (GB:AAR10855.1); similar to amino acid permease family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97257.1); similar to Os03g0576900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050538.1); contains InterPro domain Amino acid permease-associated region; (InterPro:IPR004841); contains InterPro domain Amino acid/polyamine transporter I; (InterPro:IPR002293)",68.97,261,8.00E-108,386,90.90909091
Solyc09g097770.2.1,-2.740704277,4.634144027,0.000452927,Cell wall protein (AHRD V1 ***- Q40142_SOLLC); contains Interpro domain(s)  IPR010800  Glycine rich ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g097860.2.1,1.30606856,6.881341527,0.040424925,Kinesin-like protein (AHRD V1 ***- Q9LUG0_ARATH); contains Interpro domain(s)  IPR010544  Kinesin-related ,AT4G14150,KINESIN-12A,phragmoplast-associated kinesin-related protein 1 (PAKRP1),55.33,1397,0,1228,99.78070175
Solyc09g097870.2.1,-7.06787224,3.684561143,9.12E-08,Transcription factor (AHRD V1 *-** D6MKM4_9ASPA); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g097910.2.1,-1.813544877,4.263516604,0.011420574,"Polyribonucleotide nucleotidyltransferase (AHRD V1 *--- PNP_ALHEH); contains Interpro domain(s)  IPR003029  Ribosomal protein S1, RNA binding domain ",AT3G23700,NA,"S1 RNA-binding domain-containing protein; similar to RPS1 (ribosomal protein S1), RNA binding [Arabidopsis thaliana] (TAIR:AT5G30510.1); similar to putative ribosomal S1 protein (with alternative splicing) [Oryza sativa (japonica cultivar-group)] (GB:AAS07358.1); contains InterPro domain Nucleic acid-binding, OB-fold, subgroup; (InterPro:IPR012340); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994); contains InterPro domain RNA binding S1; (InterPro:IPR003029)",70.86,302,7.00E-122,434,76.98209719
Solyc09g097930.2.1,2.44988524,4.634815952,0.000473571,"MazG nucleotide pyrophosphohydrolase (AHRD V1 ***- B1J275_PSEPW); contains Interpro domain(s)  IPR004518  NTP pyrophosphohydrolase MazG, putative catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g098200.2.1,-1.468301975,3.580878158,0.041707541,"Signal peptide peptidase (AHRD V1 ***- Q9MA44_ARATH); contains Interpro domain(s)  IPR007369  Peptidase A22B, signal peptide peptidase ",AT1G05820,ATSPPL5,"protease-associated (PA) domain-containing protein; similar to protease-associated (PA) domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G43070.1); similar to hypothetical protein [Trifolium pratense] (GB:BAE71293.1); contains InterPro domain Protease-associated PA; (InterPro:IPR003137); contains InterPro domain Peptidase A22, presenilin signal peptide; (InterPro:IPR006639); contains InterPro domain Peptidase A22B, minor histocompatibility antigen H13; (InterPro:IPR007369)",61.3,261,2.00E-95,345,97.7443609
Solyc10g005060.2.1,-1.980897868,5.508906112,0.004093318,"O-methyltransferase-like protein (AHRD V1 **** D3JZ18_PRUMU); contains Interpro domain(s)  IPR016461  O-methyltransferase, COMT, eukaryota ",AT5G54160,ATOMT1,A caffeic acid/5-hydroxyferulic acid O-methyltransferase. Interacts with 14-4-3 proteins in yeast 2 hybrid assay.  AtOMT1 (At5g54160) encodes a flavonol 3’-O-methyltransferase that is highly active towards quercetin and myricetin. The substrate specificity identifies the enzyme as flavonol 3’-methyltransferase which replaces the former annotation of the gene to encode a caffeic acid/5-hydroxyferulic acid O-methyltransferase,54.25,365,3.00E-109,392,99.45205479
Solyc10g005200.2.1,-3.926641922,3.103740225,6.98E-05,Novel protein (AHRD V1 *-*- B8JM89_DANRE); contains Interpro domain(s)  IPR008166  Protein of unknown function DUF23 ,AT4G20170,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G44670.1); similar to Os06g0328800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057533.1); similar to Os02g0712500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047907.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD72474.1); contains InterPro domain Protein of unknown function DUF23; (InterPro:IPR008166),58.5,506,6.00E-168,587,99.58419958
Solyc10g005870.2.1,-1.620366279,4.960049612,0.018368491,"Peptidyl-prolyl cis-trans isomerase (AHRD V1 *-*- Q7V0G6_PROMP); contains Interpro domain(s)  IPR001179  Peptidyl-prolyl cis-trans isomerase, FKBP-type ",AT4G26555,NA,"immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein; similar to immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein [Arabidopsis thaliana] (TAIR:AT4G19830.1); similar to Os02g0199300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046213.1); similar to FKBP-type peptidyl-prolyl cis-trans isomerase (ISS) [Ostreococcus tauri] (GB:CAL56186.1); contains InterPro domain Peptidylprolyl isomerase, FKBP-type; (InterPro:IPR001179)",66.67,171,2.00E-63,238,78.97196262
Solyc10g005880.2.1,-4.54415757,4.473828891,7.62E-08,Uridine kinase (AHRD V1 **** B9S0W5_RICCO); contains Interpro domain(s)  IPR000764  Uridine kinase ,AT1G55810,UKL3,"uracil phosphoribosyltransferase, putative / UMP pyrophosphorylase, putative / UPRTase, putative; similar to ATUK/UPRT1, ATP binding / kinase/ uracil phosphoribosyltransferase/ uridine kinase [Arabidopsis thaliana] (TAIR:AT5G40870.1); similar to uracil phosphoribosyltransferase, putative / UMP pyrophosphorylase, putative / UPRTase, putative [Arabidopsis thaliana] (TAIR:AT3G27190.1); similar to uracil phosphoribosyltransferase / UMP pyrophosphorylase (UPT1) [Arabidopsis thaliana] (TAIR:AT4G26510.2); similar to Phosphoribosyltransferase; AAA ATPase; Phosphoribulokinase/uridine kinase [Medicago truncatula] (GB:ABE83101.1); similar to Os02g0273000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046530.1); similar to Os11g0265000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067657.1); contains InterPro domain Phosphoribulokinase/uridine kinase; (InterPro:IPR006083); contains InterPro domain Uridine kinase; (InterPro:IPR000764); contains InterPro domain Phosphoribosyltransferase; (InterPro:IPR000836)",88.52,418,0,744,98.58156028
Solyc10g006230.2.1,-2.336943516,7.315388652,0.000472743,"Chlorophyll a-b binding protein 7, chloroplastic (AHRD V1 ***- CB12_SOLLC); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein ",AT3G61470,LHCA2,Encodes a component of the light harvesting antenna complex of photosystem I.,90.83,218,7.00E-118,419,80.07380074
Solyc10g006330.2.1,-4.031059863,6.919462502,2.88E-08,Unknown Protein (AHRD V1),AT1G42550,PMI1,Encodes a plant-specific protein of unknown function that appears to be conserved among angiosperms.,50.33,904,0,762,99.43438914
Solyc10g006350.2.1,1.298662859,4.539557457,0.047922268,Microtubule-associated protein TORTIFOLIA1 (AHRD V1 *--* B6SS76_MAIZE); contains Interpro domain(s)  IPR011989  Armadillo-like helical ,AT4G27060,CN,"Encodes a novel, plant-specific microtubule-associated protein that regulates the orientation of cortical microtubules and the direction of organ growth.  The protein plays a role in control of microtubule dependent anisotropic cell elongation. spr2 mutant rosette leaves, cauline leaves, roots, petioles and petals curl in an anticlockwise direction.",54.94,870,0,756,95.26011561
Solyc10g006530.2.1,-1.81292458,2.648722552,0.040718122,Oxygen evolving enhancer 3 family protein (AHRD V1 *-*- D7L9Q0_ARALY); contains Interpro domain(s)  IPR008797  Photosystem II oxygen evolving complex protein PsbQ ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g006870.1.1,-1.665662877,3.700833924,0.02555333,"Pto-like, Serine/threonine kinase protein, resistance protein",AT5G54380,THE1,"protein kinase family protein; similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G59700.1); similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G46290.1); similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G21480.1); similar to Protein kinase [Medicago truncatula] (GB:ABE93789.1); similar to putative protein kinase [Oryza sativa (japonica cultivar-group)] (GB:AAK63934.1); similar to protein kinase family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF98993.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",71.93,848,0,1149,98.45422117
Solyc10g006900.2.1,-2.237242508,4.418182103,0.005681848,Protochlorophyllide reductase (AHRD V1 ***- Q8LAV9_ARATH); contains Interpro domain(s)  IPR005979  Light-dependent protochlorophyllide reductase ,AT4G27440,PORB,light-dependent NADPH:protochlorophyllide oxidoreductase B,80.3,401,0,632,99.49494949
Solyc10g007110.2.1,-1.804454076,3.286647592,0.039595101,Tyrosine aminotransferase (AHRD V1 **** Q8GUE9_SOLSC); contains Interpro domain(s)  IPR005958  Tyrosine/nicotianamine aminotransferase ,AT5G53970,NA,encodes tyrosine aminotransferase which is strongly induced upon aging and coronatine treatment,71.53,404,1.00E-174,609,98.03921569
Solyc10g007600.2.1,-3.377100426,5.146418592,2.50E-05,"L-lactate dehydrogenase  (AHRD V1 ***- LLDD_VIBPA); contains Interpro domain(s)  IPR012133  Alpha-hydroxy acid dehydrogenase, FMN-dependent ",AT3G14420,NA,"(S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative; Identical to Probable peroxisomal (S)-2-hydroxy-acid oxidase 2 (EC 1.1.3.15) (Glycolate oxidase 2) (GOX 2) (Short chain alpha-hydroxy acid oxidase 2) [Arabidopsis Thaliana] (GB:Q9LRR9;GB:Q8VZA4;GB:Q944K6); similar to (S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative [Arabidopsis thaliana] (TAIR:AT3G14415.1); similar to (S)-2-hydroxy-acid oxidase (EC 1.1.3.15) - cucurbit (GB:T10242); similar to glycolate oxidase [Mesembryanthemum crystallinum] (GB:AAB40396.1); similar to glycolate oxidase [Brassica napus] (GB:AAV28535.1); contains InterPro domain FMN/related compound-binding core; (InterPro:IPR003009); contains InterPro domain FMN-dependent alpha-hydroxy acid dehydrogenase; (InterPro:IPR000262); contains InterPro domain FMN-dependent alpha-hydroxy acid dehydrogenase, active site; (InterPro:IPR008259)",85.67,363,0,642,97.31182796
Solyc10g007690.2.1,-1.641901151,6.398077095,0.01373726,"Chlorophyll a-b binding protein 8, chloroplastic (AHRD V1 ***- CB13_SOLLC); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein ",AT1G61520,LHCA3,PSI type III chlorophyll a/b-binding protein (Lhca3*1),87.84,255,1.00E-122,435,92.33576642
Solyc10g007700.2.1,-1.974367077,4.132013745,0.008935265,"Ras-related protein Rab-2-A (AHRD V1 ***- B6T1U8_MAIZE); contains Interpro domain(s)  IPR003579  Ras small GTPase, Rab type ",AT4G17170,AT-RAB2,member of RAB gene family,98.93,187,2.00E-107,385,87.73584906
Solyc10g007800.2.1,-1.562876797,5.922444599,0.018850374,Meiosis 5 (AHRD V1 *-*- B6T5X0_MAIZE),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g007830.1.1,-1.94647396,6.119697009,0.003993466,"LRR receptor-like serine/threonine-protein kinase, RLP",AT2G42800,AtRLP29,"leucine-rich repeat family protein; similar to TMM (TOO MANY MOUTHS), protein binding [Arabidopsis thaliana] (TAIR:AT1G80080.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAS72353.1); similar to putative leucine-rich repeat protein [Oryza sativa (japonica cultivar-group)] (GB:AAT47071.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)",64.52,389,8.00E-118,420,86.00451467
Solyc10g007950.2.1,-1.468475347,5.724448588,0.025795903,"Alpha alpha-trehalose-phosphate synthase (AHRD V1 **** D0NRZ0_PHYIN); contains Interpro domain(s)  IPR001830  Glycosyl transferase, family 20 ",AT1G06410,ATTPS7,"Encodes an enzyme putatively involved in trehalose biosynthesis. Though the protein has both trehalose-6-phosphate synthase (TPS)-like and trehalose-6-phosphate phosphatase (TPP)-like domains, neither activity has been detected in enzymatic assays nor has the protein been able to complement yeast TPS or TPP mutants.",75.09,843,0,1340,98.13519814
Solyc10g008240.2.1,2.022144727,3.1896809,0.014099575,"Cc-nbs-lrr, resistance protein",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g008520.2.1,-2.042228591,6.731755261,0.001916123,Auxin-responsive GH3-like (AHRD V1 ***- Q0GUM1_ARATH); contains Interpro domain(s)  IPR004993  GH3 auxin-responsive promoter ,AT4G03400,DFL2,Encodes a GH3-related gene involved in red light-specific hypocotyl elongation.  Analysis of sense and antisense transgenic plants suggests that DFL2 is located downstream of red light signal transduction and determines the degree of hypocotyl elongation.,67.29,590,0,848,97.18076285
Solyc10g008780.1.1,-4.928599954,4.259522057,5.34E-07,"Transcription factor CYCLOIDEA (Fragment) (AHRD V1 *-*- CYCLD_ANTML); contains Interpro domain(s)  IPR005333  Transcription factor, TCP ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g008830.2.1,-3.02259619,4.659524001,8.30E-05,"GDSL esterase/lipase At5g45960 (AHRD V1 ***- GDL86_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL ",AT5G45960,NA,"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G06990.1); similar to putative family II extracellular lipase 3 (EXL3) [Oryza sativa (japonica cultivar-group)] (GB:BAD07804.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)",57.62,328,7.00E-108,387,85.44973545
Solyc10g008880.2.1,-3.220227664,5.934335257,7.28E-06,One zinc finger protein (AHRD V1 **-- Q75PR0_PHYPA),AT1G28520,ATVOZ1,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G42400.1); similar to putative vascular plant one zinc finger protein [Oryza sativa (japonica cultivar-group)] (GB:BAD87186.1); contains InterPro domain Colicin E3, catalytic; (InterPro:IPR009105)",65.76,476,8.00E-159,556,93.72384937
Solyc10g009080.2.1,-2.902922728,3.961052916,0.000212032,Squamosa promoter binding-like protein (AHRD V1 ***- Q0PY35_SOLLC); contains Interpro domain(s)  IPR017238  Squamosa promoter-binding protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g009090.2.1,1.319517844,4.299756118,0.048585477,Mitochondrial ornithine transporter (AHRD V1 **** Q16ZQ7_AEDAE); contains Interpro domain(s)  IPR002113  Adenine nucleotide translocator 1 ,AT2G33820,ATMBAC1,encodes a mitochondrial ornithine transporter which exports ornithine from the mitochondrion to the cytosol,70.37,297,1.00E-110,396,96.73202614
Solyc10g009190.1.1,1.860445687,5.172525366,0.004946926,Cold shock protein-1 (AHRD V1 *-*- B6SP63_MAIZE),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g009380.2.1,-2.439491247,4.164878958,0.001371533,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g009400.2.1,1.772894866,3.183920393,0.016574384,"FAM86A (AHRD V1 **-- B5XFD7_SALSA); contains Interpro domain(s)  IPR019410  Methyltransferase-16, putative ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g009580.2.1,-2.701909186,2.974601371,0.001288628,UDP-glucosyltransferase (AHRD V1 **-* B8QI32_9MAGN); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ,AT4G01070,GT72B1,the glycosyltransferase (UGT72B1) is involved in metabolizing xenobiotica (chloroaniline and chlorophenole). Comparison between wild type and knock-out mutant demonstrates the central role of this gene for metabolizing chloroaniline but significantly less for chlorophenole. The glucosyltransferase preferred UDP-xylose over UDP-glucose indicating its (additional) functioning as a xylosyltransferase in planta,57.14,469,4.00E-150,528,97.48427673
Solyc10g012370.2.1,-1.371761401,6.042471674,0.035246272,Cysteine synthase (AHRD V1 **** Q76MX2_SOLTU); contains Interpro domain(s)  IPR005859  Cysteine synthase A ,AT3G61440,ARATH;BSAS3;1,"Encodes a cysteine synthase isomer AtcysC1. The isomer is however less effective in cysteine biosynthesis. It is involved in beta-cyanoalanine biosynthesis, an intermediate of cyanide detoxification pathway.",80.4,347,3.00E-150,527,97.72727273
Solyc10g012420.2.1,-1.739843033,5.209645104,0.011963844,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g017900.1.1,-3.080546825,6.690567533,8.38E-06,Photosystem I P700 chlorophyll a apoprotein (AHRD V1 ***- B9RL08_RICCO); contains Interpro domain(s)  IPR001280  Photosystem I psaA and psaB ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g017940.1.1,-1.461513771,8.522636857,0.02184333,Photosystem II CP43 chlorophyll apoprotein (AHRD V1 ***- B8R498_TRISU); contains Interpro domain(s)  IPR000932  Photosystem antenna protein-like ,ATCG00280,PSBC,chloroplast gene encoding a CP43 subunit of  the photosystem II reaction center. promoter contains a blue-light responsive element.,60.98,264,7.00E-81,296,95.02487562
Solyc10g018300.1.1,-1.454216483,8.005554773,0.023037793,Transketolase 1 (AHRD V1 **** O78327_CAPAN); contains Interpro domain(s)  IPR005478  Bacterial transketolase ,AT3G60750,NA,"transketolase, putative; similar to transketolase, putative [Arabidopsis thaliana] (TAIR:AT2G45290.1); similar to transketolase 1 [Capsicum annuum] (GB:CAA75777.1); similar to Transketolase, chloroplast precursor (TK) (GB:Q43848); similar to Transketolase, C-terminal-like [Medicago truncatula] (GB:ABE91345.1); contains InterPro domain Transketolase, C-terminal; (InterPro:IPR005476); contains InterPro domain Transketolase, C-terminal-like; (InterPro:IPR009014); contains InterPro domain Transketolase, central region; (InterPro:IPR005475); contains InterPro domain Bacterial transketolase; (InterPro:IPR005478); contains InterPro domain Transketolase, N-terminal; (InterPro:IPR005474)",83.83,742,0,1240,99.32614555
Solyc10g024300.1.1,2.071185737,3.514777558,0.008588806,"Lon protease homolog (AHRD V1 ***- B9I6Z6_POPTR); contains Interpro domain(s)  IPR003111  Peptidase S16, lon N-terminal ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g024360.1.1,-1.823429367,3.589654678,0.016402015,Potassium channel (AHRD V1 ***- Q9SSV3_NICPA); contains Interpro domain(s)  IPR000595  Cyclic nucleotide-binding ,AT4G22200,AKT2,"Encodes a photosynthate- and light-dependent inward rectifying potassium channel with unique gating properties that are regulated by phosphorylation.  Expressed in guard cell protoplasts and in the phloem and xylem of aerial portions of the plant.  The channel can coassemble with another K+ channel, KAT1, in vitro.  In guard cells, AKT2/3 is responsible for the Ca2+ sensitivity of the K+ uptake channel.  In the phloem, it regulates the sucrose/H+ symporters via the phloem potential.",63.04,809,0,1046,95.60570071
Solyc10g036800.1.1,-3.557646308,5.678232742,9.74E-07,Polyprotein (AHRD V1 ***- Q0ZLH4_9ORYZ); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g037890.1.1,-2.246527532,7.125783574,0.000767341,Unknown Protein (AHRD V1),AT2G44760,NA,similar to OSJNBb0038F03.15 [Oryza sativa (japonica cultivar-group)] (GB:CAE04351.2); similar to Os04g0545200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053466.1); similar to OSIGBa0101C23.4 [Oryza sativa (indica cultivar-group)] (GB:CAH67252.1),70.49,183,8.00E-73,269,97.81420765
Solyc10g044470.1.1,-1.410946892,6.472105124,0.02868308,Voltage-gated chloride channel (AHRD V1 **** Q96325_ARATH); contains Interpro domain(s)  IPR002251  Chloride channel plant CLC ,AT5G49890,ATCLC-C,member of Anion channel protein family,78.76,758,0,1014,98.5620915
Solyc10g044510.1.1,-1.380560935,6.207439118,0.036664249,MLO-like protein 4 (AHRD V1 ***- B6TXU3_MAIZE); contains Interpro domain(s)  IPR004326  Mlo-related protein ,AT1G11000,ATMLO4,"A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO4 belongs to the clade I, with AtMLO11 and AtMLO14. The gene is expressed during early seedling growth, in roots and lateral root primordia, in flower and fruit abscission zone, in vascular system of root, cotyledons and young leaves, it was not expressed in mature rosette leaves, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).",61.67,587,0,671,99.64221825
Solyc10g044520.1.1,-1.526171852,8.045368232,0.017060792,"Ferredoxin I (AHRD V1 ***- Q93XJ9_SOLTU); contains Interpro domain(s)  IPR010241  Ferredoxin [2Fe-2S], plant ",AT1G60950,ATFD2,encodes a ferredoxin gene,64.63,147,3.00E-40,160,97.24137931
Solyc10g044930.1.1,1.748120935,3.297909123,0.01873472,"Mutator-like transposase (AHRD V1 *-*- Q9FW81_ORYSJ); contains Interpro domain(s)  IPR004332  Transposase, MuDR, plant ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g045000.1.1,-2.744081951,4.457305867,0.000350832,"Pol polyprotein (AHRD V1 ***- POL_MLVAV); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g045400.1.1,-1.919496988,5.484396561,0.004540067,Histone acetyltransferase GCN5 (AHRD V1 *-** Q0CT35_ASPTN); contains Interpro domain(s)  IPR000182  GCN5-related N-acetyltransferase ,AT3G54610,BGT,"Encodes a histone acetyltransferase that is plays a role in the determination of the embryonic root-shoot axis.  It is also required to regulate the floral meristem activity by modulating the extent of expression of WUS and AG.  In other eukaryotes, this protein is recruited to specific promoters by DNA binding transcription factors and is thought to promote transcription by acetylating the N-terminal tail of histone H3.",68.07,379,3.00E-133,471,88.14814815
Solyc10g045630.1.1,-2.578877285,6.273129168,0.000142381,Genomic DNA chromosome 5 P1 clone MXC17 (AHRD V1 *-*- Q9FIR5_ARATH),AT5G24690,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G22790.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE84237.1),62.95,251,7.00E-54,207,94.29657795
Solyc10g047000.1.1,-1.422547123,5.324172536,0.031314807,"mRNA export factor (AHRD V1 **-- B5X9N9_SALSA); contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat, region ",AT1G80670,NA,transducin family protein / WD-40 repeat family protein; Identical to Rae1-like protein At1g80670 [Arabidopsis Thaliana] (GB:Q38942;GB:Q9SAJ0); similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT1G15850.1); similar to RNA export 1 [Nicotiana benthamiana] (GB:ABG29731.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680),78.35,351,1.00E-172,602,99.43019943
Solyc10g047410.1.1,-1.532474912,7.76208163,0.016548628,Photosystem II CP43 chlorophyll apoprotein (AHRD V1 *-*- B7T461_9ROSI); contains Interpro domain(s)  IPR000932  Photosystem antenna protein-like ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g049650.1.1,-2.748234081,3.86343058,0.000549201,Ubiquitin carboxyl-terminal hydrolase (AHRD V1 *--- Q1RL25_CIOIN); contains Interpro domain(s)  IPR000286  Histone deacetylase superfamily ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g050260.1.1,-3.431746583,6.19532144,1.65E-06,Retrotransposon gag protein (AHRD V1 *--- Q0KIS1_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g050920.1.1,-1.44086777,3.429324586,0.049362375,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g051150.1.1,-1.39606823,4.825016657,0.040712324,Genomic DNA chromosome 5 P1 clone MDN11 (AHRD V1 *-*- Q9FI29_ARATH),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g052420.1.1,-3.267660348,5.104910804,7.88E-06,Pol polyprotein (AHRD V1 *-*- POL_MMTVB); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g052630.1.1,-3.108688141,6.693227857,5.83E-06,"Pol polyprotein (AHRD V1 *-*- POL_BAEVM); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g054730.1.1,-2.643448236,4.326001626,0.000290341,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L3A6_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g055350.1.1,1.870027792,2.77648627,0.046359692,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g061830.1.1,-1.330614238,6.966751402,0.03759135,Photosystem II CP43 chlorophyll apoprotein (AHRD V1 ***- D3WBZ0_9MAGN); contains Interpro domain(s)  IPR000932  Photosystem antenna protein-like ,ATCG00280,PSBC,chloroplast gene encoding a CP43 subunit of  the photosystem II reaction center. promoter contains a blue-light responsive element.,90.91,55,4.00E-24,106,84.375
Solyc10g074590.1.1,-2.171778119,5.49987357,0.001630119,Pantothenate kinase 4 (AHRD V1 **** B6TFD8_MAIZE); contains Interpro domain(s)  IPR016949  Uncharacterised conserved protein UCP030210 ,AT4G35360,NA,pantothenate kinase family protein; similar to pantothenate kinase-related [Arabidopsis thaliana] (TAIR:AT2G17340.1); similar to Os06g0325500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057524.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL52501.1); contains InterPro domain Protein of unknown function DUF89; (InterPro:IPR002791),82.69,364,0,630,98.64130435
